name,label,isSeed,seedRank,linksSeed,publishedAtUnix,publishedAtSQL,channelTitle,channelId,videoCategoryLabel,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,dislikeLikeRatio,favoriteCount,commentCount,thumb,language
eXE44G7UE-w,A brief overview on ENDOCRINE DISRUPTING CHEMICALS,yes,32,yes,1552209119,2019-03-10 09:03:59,Rie Bags,UCEECmrcPZO93pREg8RlUCJg,People & Blogs,,,1085,74,,,0,21,https://i.ytimg.com/vi/eXE44G7UE-w/mqdefault.jpg,EN
qMftxyxNmws,The negative impact of hormone-disrupting chemicals found in endocrine disruptors on men s health,yes,33,yes,1673627992,2023-01-13 16:01:52,Dr. DAVID B. SAMADI,UCZvOHUgjV5EzAS-ZSOBeEGw,Science & Technology,en,en,169,26,,,0,0,https://i.ytimg.com/vi/qMftxyxNmws/mqdefault.jpg,EN
5An_YjYXQkk,Hormone-Altering Chemicals: Fertility and Health Implications,yes,34,yes,1485971740,2017-02-01 17:02:40,Harvard T.H. Chan School of Public Health,UCqiyDOiAWz7Q9yNSkgZi53A,News & Politics,,en,1373,20,,,0,4,https://i.ytimg.com/vi/5An_YjYXQkk/mqdefault.jpg,EN
0W-0VyK64kQ,Endocrine Disruptors:  European Commission is delaying  harming human health and the environment ,yes,35,yes,1488455623,2017-03-02 11:03:43,FRANCE 24 English,UCQfwfsi5VrQ8yKZ-UWmAEFg,News & Politics,,en,1304,23,,,0,4,https://i.ytimg.com/vi/0W-0VyK64kQ/mqdefault.jpg,EN
c5TfleFGBas,ENDO 2013 Press Conference Recap: Monday  June 17,yes,36,yes,1401834390,2014-06-03 22:06:30,The Endocrine Society,UC-yB7B1YvqN9hwaEeyOGtuw,Nonprofits & Activism,,,185,1,,,0,0,https://i.ytimg.com/vi/c5TfleFGBas/mqdefault.jpg,EN
M7CKdk7Wi_E,A Novel QSAR Platform to Identify Endocrine Disrupting Chemicals,yes,37,yes,1626124193,2021-07-12 21:07:53,Edelweiss Connect  Switzerland,UCmQ0yAOzoMEDb2g1-xsiW0g,Science & Technology,,,159,1,,,0,0,https://i.ytimg.com/vi/M7CKdk7Wi_E/mqdefault.jpg,EN
f3p1lEoj1vY,Endocrine Disrupting Chemicals - A priority emerging policy issue,yes,38,yes,1443776039,2015-10-02 08:10:59,UN Environment Programme,UC9V3x9HelwEk3Z6EknB_1Cg,Science & Technology,,,432,6,,,0,1,https://i.ytimg.com/vi/f3p1lEoj1vY/mqdefault.jpg,EN
IvFn0bHjphQ,Endocrine Disrupting Chemicals and Maternal Reproductive Health Impacts,yes,39,yes,1615330728,2021-03-09 22:03:48,Collaborative for Health & Environment,UCdY7qeUM25ENUzgjWp5zDDQ,People & Blogs,,,571,9,,,0,0,https://i.ytimg.com/vi/IvFn0bHjphQ/mqdefault.jpg,EN
GR1NZguZOFQ,FDA s Missed Opportunities to Tackle Endocrine Disrupting Chemicals in Food,yes,40,yes,1657139862,2022-07-06 20:07:42,Collaborative for Health & Environment,UCdY7qeUM25ENUzgjWp5zDDQ,People & Blogs,,,824,15,,,0,0,https://i.ytimg.com/vi/GR1NZguZOFQ/mqdefault.jpg,EN
QSes81tGzic,Endocrine Disrupters | Chemicals of Concern,yes,41,yes,1619796426,2021-04-30 15:04:06,Norwex,UCW5yzhF0ByXjX5_RQTQVUSg,Howto & Style,en,en,4694,72,,,0,0,https://i.ytimg.com/vi/QSes81tGzic/mqdefault.jpg,EN
zAyz2Uoyj4U,AXA Fellowship | The Impact of Endocrine Disrupting Chemicals on Human Health | AXA Research Fund,yes,42,yes,1652086143,2022-05-09 08:05:03,AXA ResearchFundLive,UCRG-Seq57we_jJCcCUobD7w,Science & Technology,,en,50,1,,,0,1,https://i.ytimg.com/vi/zAyz2Uoyj4U/mqdefault.jpg,EN
